DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Crop Area (Ha.),Total Human Labour (Hrs.),Total Animal Labour (Hrs.),Hired Machine (Hrs.),Total Machine Hours (Hrs.),Total Fertiliser (Kg.),Manure (Qtl.),Insecticides (Rs.),Total Irrigation Charges (Rs.),Miscelaneous Cost (Rs.), Total Capital (Rs.)
2712,Odisha-3-28-4,28.95,0.8,873.333,265,0,40,81.04,16,480,1600,0,200412
2713,Odisha-3-28-5,84.43,2.1,1940.332,0,9.5,90.5,221.6,0,1280,3800,0,533875
2714,Odisha-3-28-6,49.58,1.5,1387.666,314,3.5,75,137.3,0,880,3500,0,287492
2715,Odisha-3-28-7,112.67,3.2,3407.999,976,0,160,290.04,24,1960,2382.143,0,536407.936
2716,Odisha-3-28-8,41.26,1.2,1040,24,11.75,60,117.84,0,630,2400,0,70492
2717,Odisha-3-28-9,130.13,3.3,3058.333,207,26.5,117,353.76,53,1750,3209.286,0,226511.931
2718,Odisha-3-29-1,17.14,0.4,512.333,135,0,32,42.88,10,350,100,0,48378
2719,Odisha-3-29-10,211.71,4.8,4597.333,0,24,323.25,499.4,0,4556,1200,0,1043014
2720,Odisha-3-29-2,29.28,0.7,899,232,0,55,85.7,20,525,175,0,72320
2721,Odisha-3-29-3,46.64,1,1326.666,365,0,79,124.06,24,910,250,0,103230.996
2722,Odisha-3-29-4,45.36,1,1408.666,355,0,83,131.4,27,875,250,0,96444.276
2723,Odisha-3-29-5,145.92,3.2,3482.667,0,34,264,398.54,0,2800,800,0,61230
2724,Odisha-3-29-6,155.37,3.8,3926.666,0,40.25,299,446.34,0,3220,950,0,82818
2725,Odisha-3-29-7,177.57,4.1,4420.333,0,43.5,325,473.632,0,4040,1025,0,88770
2726,Odisha-3-29-8,173.62,4.2,3970.666,0,21,323.75,495.34,0,3750,1050,0,861654
2727,Odisha-3-29-9,178.52,4.5,4140.333,0,50,311,427.62,0,3894,1125,0,117971
2728,Odisha-3-30-1,49,1,1222.666,0,8.5,77,198.49,15,1775,330,0,13320
2729,Odisha-3-30-10,507.4,10,8540.334,0,84.5,715,1827.82,0,32450,3500,0,684640
2730,Odisha-3-30-2,72.3,1.4,1499,0,13.8,117,248.4,0,4655,490,0,53824
2731,Odisha-3-30-3,44.5,1,1074.667,0,9,75,141.16,0,2360,250,0,60546
2732,Odisha-3-30-4,140.7,2.72,2432.333,0,23,118,411.12,10,3830,880,0,152316
2733,Odisha-3-30-5,299.6,6,6311.333,0,47.9,481,1027.62,0,23530,2100,0,216120
2734,Odisha-3-30-6,356.4,7.4,7433,0,59,575,1330.12,0,27800,2630,0,292980
2735,Odisha-3-30-7,483.5,9.6,9956.667,0,79.65,780,1688.02,0,24430,3360,0,358312
2736,Odisha-3-30-8,503.7,10,8733.666,0,17.5,759.3,1773.36,16,42500,3200,0,4491528
2737,Odisha-3-30-9,438.3,8.8,8457,0,74.3,641,1481.78,0,30330,3080,0,237728
2738,Odisha-3-31-1,25.5,0.6,423,12,9.75,49,73.98,13,540,150,0,8460
2739,Odisha-3-31-10,563,11.6,6781,0,102,1332,1643.58,43,11027.5,4060,0,325520
2740,Odisha-3-31-2,58.25,1.2,1585.334,116,29,102,127.16,16,1832,270,0,104297.416
2741,Odisha-3-31-3,79,2,1264.667,8,24.75,163,234,0,1990,700,0,59908
2742,Odisha-3-31-4,105.5,2.4,1684.335,28,22.05,200,309.18,0,2640,840,0,62862
2743,Odisha-3-31-5,228,4.8,2819.669,72,43.25,388,663.912,0,5550,1680,0,284370
2744,Odisha-3-31-6,231.5,4.8,3005.667,126,33,397,672.16,36,5550,1680,0,452130
2745,Odisha-3-31-7,275.5,6.2,3519,220,46.25,523,804.64,40,6825,2070,0,254085
2746,Odisha-3-31-8,203,5,2651.332,0,53.25,409,585.04,0,4065,1530,0,38388
2747,Odisha-3-31-9,543,11.2,6220.335,0,98.05,950,1592.34,0,10840,3920,0,253224
2758,Odisha-3-33-1,40.9,0.8,985.333,8,11,63,125.98,10,1013,280,0,57080
2759,Odisha-3-33-10,551.78,11.2,11614.999,334,48,1017.5,1485.56,97,14522.5,3920,1912.5,607702.15
2760,Odisha-3-33-2,40.38,0.8,1111.334,206,0,63,115.32,8,1629,280,0,114634.048
2761,Odisha-3-33-3,138.95,2.8,3900.666,760,0,226,360.56,28,3056,980,0,168498.08
2762,Odisha-3-33-4,159.17,3.2,3765.667,0,11.6,295.25,425.84,38,5282,1120,0,261948
2763,Odisha-3-33-5,160.1,3.2,3469.667,0,14.1,299.5,423.56,47,4178,1120,0,153932
2764,Odisha-3-33-6,321.3,6.4,6726.667,0,32.4,551.35,847,62,6326.625,2240,0,822540
2765,Odisha-3-33-7,356.17,7.2,7373,0,51.3,653,969.22,60,11781,2520,337.5,237360
2766,Odisha-3-33-8,360.14,7.2,7184.333,0,32.5,633,959.14,18.5,8190,2520,1625,552240
2767,Odisha-3-33-9,559.14,11.2,11261.665,0,58.5,1031,1512.36,43,17742,3920,2700,975950
2858,Odisha-4-43-1,22.5,0.67,728.333,133,14,54,66.74,14,0,167.5,0,42445.024
2859,Odisha-4-43-10,79.2,2.1,2047.998,44,56.25,170,188.86,20,0,425,0,100629
2861,Odisha-4-43-3,36.5,1,1175,224,20,81,93.74,18,0,250,0,122948.976
2863,Odisha-4-43-5,65.54,1.6,1603.667,38,45.5,127,161.06,12,0,200,0,7521
2864,Odisha-4-43-6,47.62,1.2,1490,239,24,93,109.18,32,0,300,0,141615.177
2865,Odisha-4-43-7,40.32,1,1120.666,14,26,84,106.16,10,0,150,0,26690
2866,Odisha-4-43-8,47.9,1.3,1241.333,28,25.9,101,123.28,15,0,325,0,35238
2867,Odisha-4-43-9,46.5,1.3,1404.334,30,38.35,140,134.08,26,0,225,0,98070
2888,Punjab-1-10-1,60.375,0.79,394,0,11.75,0,202,0,2094,1747.525,0,48730
2889,Punjab-1-10-10,916,11.72,3263.5,0,14.75,167.75,2033.2,455,16615,15334.461,0,1226920
2890,Punjab-1-10-2,69,0.9,294.75,0,11.75,0,126.5,90,570,888.697,0,16770
2891,Punjab-1-10-3,82.05,1.08,566,0,15.75,0,241.1,210,5565,2589.399,0,151566
2892,Punjab-1-10-4,134.8,1.7,552,0,22,0,391,30,4775,6178.667,0,176329
2893,Punjab-1-10-5,187.5,2.5,685.25,0,32.75,0,680,220,14925,1868.292,0,80899
2894,Punjab-1-10-6,232.42,3.03,866,0,45.6,0,464.6,0,13033,5825.057,40,62060
2895,Punjab-1-10-7,418.62,5.35,1730.75,0,5.5,121,1251,330,22470,12314.857,0,670120
2896,Punjab-1-10-8,453.4,5.71,2258.417,0,19.5,86.75,1027.2,0,28460,9369.42,380,2492370
2897,Punjab-1-10-9,698.75,10.15,3033,0,53,114.5,1656,800,41150,12171.242,0,1130534
2898,Punjab-1-1-1,4.45,0.15,99.917,0.5,2.5,0,21.16,0,139,530,50,12138
2899,Punjab-1-1-10,418,7.7,2575.5,0,22.25,68.25,611.4,0,11245,29524,450,514820
2900,Punjab-1-11-1,39,0.6,202,0,8,0,97.4,0,2723,2273.548,0,59185
2901,Punjab-1-11-10,495.5,7.71,2429.75,0,26.5,88,1094.2,0,26006,17260.832,0,2243960
2902,Punjab-1-11-2,46.5,0.7,203.75,0,5.25,3.75,103.5,0,2140,3234,0,136280
2903,Punjab-1-11-3,82.5,1.29,368.5,0,15.5,1.5,207,0,4335,5307.403,0,114550
2904,Punjab-1-11-4,92,1.5,470.25,0,18.75,1,207,0,6987,2799.773,0,579700
2905,Punjab-1-11-5,95,1.9,702.25,0,9.25,19.5,255.75,0,8082,2950.644,0,423220
2906,Punjab-1-11-6,133,2.55,780.75,2.25,8.75,29.25,353.25,0,8421,15191,0,550678
2907,Punjab-1-11-7,213,3.66,1200.25,0,12.5,43.75,575.5,0,17968,15818,0,960762
2908,Punjab-1-11-8,289,4.9,1712.25,0,31.5,45.5,762.5,0,25581,13223.978,0,1460964
2909,Punjab-1-11-9,371.5,5.98,2016.5,0,19.5,66.25,868.07,0,23625,17780.847,0,3031144
2910,Punjab-1-1-2,21,0.7,292.5,0.75,6.75,0,73.6,0,490,4274,0,37616
2911,Punjab-1-12-1,45,0.65,202,0,6.75,0,92,0,2400,2816,0,44540
2912,Punjab-1-12-10,637.5,8.65,2546.75,9.75,36.25,76.25,2333.7,0,56400,14001.489,2800,786398
2913,Punjab-1-12-2,60,0.89,278.5,0,8.25,0,126.5,0,4425,2670.692,0,90315
2914,Punjab-1-12-3,105,1.23,389.75,0,6.5,9.75,253,0,6190,6148.421,0,225485
2915,Punjab-1-12-4,138,1.79,591,2,6.75,24.25,408.4,0,10545,7576.205,0,356294
2916,Punjab-1-12-5,135,2.06,710.75,0,10,24.5,349.5,0,11215,6241.438,0,681250
2917,Punjab-1-12-6,243,3.19,1053.25,0,10,30,505.2,0,18365,4795.413,0,594680
2918,Punjab-1-12-7,324,4.27,1429.75,0,15,35.5,874.6,0,16630,12568.386,0,165217
2919,Punjab-1-12-8,334.5,4.28,1324.5,0,17.75,48,1000.2,0,26675,14684.205,0,744106
2920,Punjab-1-12-9,382.5,4.98,1456.5,0,22.25,68.25,936.78,0,13555,11704.023,0,734480
2921,Punjab-1-1-3,23.36,0.75,386,0.5,5.25,0,79.4,0,560,1080,0,45840
2922,Punjab-1-1-4,26,1.1,542.167,0.5,11.25,0,158.5,0,714,2420,0,26470
2923,Punjab-1-1-5,44,1.7,597.083,0.5,13,0,110.4,0,1030,4180,0,59952
2924,Punjab-1-1-6,86,2.2,894.5,0,6,21.75,450.1,0,4180,14432,250,2065545
2925,Punjab-1-1-7,21,0.7,426.75,1,4,0,101,0,1470,3366,0,45200
2926,Punjab-1-1-8,263,4.95,2105.167,0,11.75,61.75,991.4,0,7125,27148,250,2179280
2927,Punjab-1-1-9,207.3,5,1769.5,0,11.5,114.5,869.8,0,9045,16642.23,200,2289978
2928,Punjab-1-2-1,29.25,0.65,394,0,5,0,90.5,0,1820,988.518,170,11999
2929,Punjab-1-2-10,495.3,5.95,1807,0,22,60,810,0,10762.5,3509.23,0,798160
2930,Punjab-1-2-2,34.7,0.5,191,0,8.5,0,127.8,0,1484,11.265,0,23612
2931,Punjab-1-2-3,95.58,1.25,563,0,14.5,0,352.8,0,3367,7876,80,207904
2932,Punjab-1-2-4,120.7,1.5,713.5,0,23,4,326,0,2740,8602,40,104753
2933,Punjab-1-2-5,275.6,3.75,1748,0,12,43,927.74,0,10907,12883.553,0,399956
2934,Punjab-1-2-6,174.6,2.98,1392,0,5,36.5,539,0,7390,6402.495,120,420370
2935,Punjab-1-2-7,439.5,6.7,3039,0,23,106.5,1561.8,140,16091.5,8347.697,600,1209572
2936,Punjab-1-2-8,334.9,4.55,1791.5,0,12,63.5,939.5,0,9450,4567.742,0,425940
2937,Punjab-1-2-9,295.9,4.2,1896,0,12.5,74,1425,0,15063.4,12640.333,0,2562445
2938,Punjab-1-3-1,50,0.78,298,0,10,0,134,0,3738,3435.897,0,36630
2939,Punjab-1-3-10,288,7.35,2448,0,15,77.5,1276.5,64,13130,8036.613,1188,575190
2940,Punjab-1-3-2,29,0.76,453.667,0,0,10,0,160,1400,1436.22,20,57730
2941,Punjab-1-3-3,32,1.05,626.667,0,9,0,158.6,40,2000,3046.609,0,87194
2942,Punjab-1-3-4,52,1.39,754,0,12.5,0,225,0,3695,2494.288,0,53893
2943,Punjab-1-3-5,115,2.7,939,0,17.5,11,506,0,10375,8844.444,0,291308
2944,Punjab-1-3-6,137,3.21,1282,0,6,40,528,0,12676,10824,0,1043534
2945,Punjab-1-3-7,186,4.38,1289,0,2.5,49.25,613,200,14300,10366.712,0,523260
2946,Punjab-1-3-8,175,4.98,1396.5,0,31.25,49,1364.5,0,18505,8548.672,0,735080
2947,Punjab-1-3-9,258,6,3200,0,16.5,64.5,1097.4,330,24909,9773.024,0,734740
2948,Punjab-1-4-1,73.5,1.95,799.5,0,22.5,0,172.5,120,5286,1309.78,0,93936
2949,Punjab-1-4-10,472,7.5,1898.5,3,22,52.25,1265,0,14150,9746.621,0,1167468
2950,Punjab-1-4-2,16,0.4,205.333,0,2.5,0,46,0,200,3366,0,105227
2951,Punjab-1-4-3,60,1.2,421,2,10.25,0,179,0,2425,3082.52,0,101706
2952,Punjab-1-4-4,151,3,1050,1,24.5,0,407.5,0,4045,3305.094,0,386287
2953,Punjab-1-4-5,175,3.8,1322.25,0,12.75,30,467,0,10000,21423.791,0,492600
2954,Punjab-1-4-6,98,1.95,575,0,18,0,276,0,8260,3593.502,0,98770
2955,Punjab-1-4-7,259,4.75,1711.5,4.5,12,35.5,584,0,22250,4625.827,0,866506
2956,Punjab-1-4-8,219,3.6,1191.5,4,9.5,28,420,0,10440,5551.72,0,528678
2957,Punjab-1-4-9,468,8.7,2468.5,0,37,47.5,1462,0,21065,23828.881,0,2192505
2958,Punjab-1-5-1,55,1,380.75,0,10.5,0,215.1,0,3660,4709.336,0,161620
2959,Punjab-1-5-10,357.5,5.9,1985.5,0,16.25,48.5,1144.9,0,13680,42130,0,1361815
2960,Punjab-1-5-4,97,1.75,564.25,0,5.75,17,397,0,5300,2738.825,0,172265
2961,Punjab-1-5-5,102.25,1.65,561.5,0,11,6.75,394.7,0,4837,7247.669,0,447680
2962,Punjab-1-5-6,21,0.35,180,0,1,6,67.6,70,570,2904,0,387130
2963,Punjab-1-5-7,115,1.85,679.75,0,5,22,346.5,0,3905,11943.829,0,210250
2964,Punjab-1-5-8,58.5,1.1,543.25,0,5,13.5,190.5,0,2950,1744.335,0,710030
2965,Punjab-1-5-9,57.5,0.9,399,0,3,11,183.5,0,2126,2555.395,0,719260
2966,Punjab-1-6-10,27.94,0.5,337,0,0,9.75,87.2,120,1477,3256,0,1126750
2967,Punjab-1-6-3,24.85,0.4,218.25,0,0,8.5,93.5,0,1264,1834.948,250,285532
2968,Punjab-1-6-6,78.27,1.28,714.166,0,0,19.25,203,0,2091,9218,0,798875
2969,Punjab-1-6-7,78.2,1.25,690.25,0,0,16.5,328.5,0,1950,8536,0,846510
2970,Punjab-1-6-8,59.6,0.85,275.5,0,2.5,11.25,112,0,1960,5192,0,497100
2971,Punjab-1-7-1,29.5,0.55,203.75,0,7,0,88,90,561,996.673,0,137140
2972,Punjab-1-7-10,405.75,6,1890.833,0,18.5,94.5,1190.15,0,12074,13408.219,0,6999140
2973,Punjab-1-7-2,29.05,0.4,208.667,0,5.5,0,34.5,105,465,1098.638,0,30380
2974,Punjab-1-7-3,17.08,0.43,158.75,20,3.25,0,107,70,785,329.83,0,26202
2975,Punjab-1-7-4,80.06,1.7,753.25,0,5.5,23.75,294,0,2345,9240,0,483850
2976,Punjab-1-7-5,143.25,2.1,648.75,0,32,0,464.15,0,1669,1593.958,0,78170
2977,Punjab-1-7-6,116,1.5,463.25,0,5,19.75,309,90,2980,2219.364,0,1648380
2978,Punjab-1-7-7,221,3.4,1033.5,0,11,48.25,831,0,8580,2692.675,0,206555
2979,Punjab-1-7-8,57,0.8,212.25,0,2.5,14.25,171,0,1125,5852,0,743765
2980,Punjab-1-7-9,389.05,4.95,1651.755,0,20.75,81.5,1209.9,0,14729,30701,0,1776650
2981,Punjab-1-8-1,48.25,0.74,273.25,0,10.25,0,156,240,1510,1409.257,0,75360
2982,Punjab-1-8-10,372,5.95,1639.75,0,11.75,65.75,1278.5,0,3680,13772.455,0,939385
2983,Punjab-1-8-4,50,0.8,623.75,0,9,0,201.4,160,1910,1564.634,0,70690
2984,Punjab-1-8-5,16,0.44,136.5,0,1.25,3.75,84,0,840,811.899,0,424605
2985,Punjab-1-8-6,33,0.6,209.25,0,2,7,150,0,560,3410,0,340180
2986,Punjab-1-8-7,216,3.58,1489.5,0,7.75,37.5,872.9,0,6330,2063.45,0,717590
2987,Punjab-1-8-8,155,2.48,926.25,0,7.5,37,597,800,6490,7933.042,0,484305
2988,Punjab-1-8-9,78.25,1,368.25,0,3.75,20.25,259.5,600,840,1640.88,0,435260
2989,Punjab-1-9-1,36,0.58,356.75,0,5.5,0,78.2,0,2240,868.844,0,29931
2990,Punjab-1-9-10,1221.64,16.37,5824.25,1.5,22,138.25,2829,0,36950,12303.056,0,3561708
2991,Punjab-1-9-2,75.35,0.93,360.5,0,17.75,0,175.6,0,3225,905.07,0,33110
2992,Punjab-1-9-3,130.5,1.78,653.75,0,3,20,310.5,0,1930,2401.451,105,151448
2993,Punjab-1-9-4,130.82,1.78,681.5,3,6,19,276.5,0,3370,3171.792,175,249350
2994,Punjab-1-9-5,111.2,1.7,801.5,0,2.25,22.5,263,0,1980,1428.199,0,367836
2995,Punjab-1-9-6,191.47,2.58,853,3,4.25,35.5,488.5,0,2820,248.047,210,1051764
2996,Punjab-1-9-7,295.23,3.86,1256.5,2.25,41,0,628.5,0,8030,3576.162,0,115523
2997,Punjab-1-9-8,385.55,5.18,1416.25,0,13,56,920,0,5600,18104.232,0,176715
2998,Punjab-1-9-9,446.27,5.95,2261,2.25,9.5,63.25,1035,0,14250,4900.444,630,960902
2999,Punjab-2-13-1,60,0.8,221.75,0,7,0,146,0,3525,2266.066,0,48537
3000,Punjab-2-13-10,666,8.46,2453,0,69,92.75,1527,700,61373,5827.478,875,2185815
3001,Punjab-2-13-2,60,0.79,241,1.5,7,0,146,0,4210,2279.259,0,163903
3002,Punjab-2-13-3,103,1.32,383.75,0,12,0,230,0,6365,5557.692,0,93595
3003,Punjab-2-13-4,120,1.48,432.25,1.5,11.5,14.25,246,0,8177,6205.607,0,236208
3004,Punjab-2-13-5,136.5,1.73,499.417,3,10,20.5,299,0,6890,6429.153,0,292080
3005,Punjab-2-13-6,215,3.03,1052.5,5.5,18,39,538.9,210,20025,14432.427,0,933950
3006,Punjab-2-13-7,242,3,830.667,2.25,23.25,23,517.5,0,21675,12650,0,216848
3007,Punjab-2-13-8,359,4.5,1183.25,2.25,26.25,40,724.5,105,19068,7855.495,0,600039
3008,Punjab-2-13-9,442.5,6.25,1729.25,0,9.75,112,1334,0,48478,7797.214,600,858100
3009,Punjab-2-14-1,43.1,0.51,201.5,0,9,0,69,50,1350,901.126,0,32167
3010,Punjab-2-14-10,1475.7,19.76,6288.625,0,83.5,581,2697.9,500,62858,14603.854,2240,2600097
3011,Punjab-2-14-2,60.91,0.77,269.5,0,11.75,0,123,0,1670,2330.246,0,91545
3012,Punjab-2-14-3,80.7,1,468,1.5,19,0,138,250,2864.5,1864.904,0,75948
3013,Punjab-2-14-4,132.8,1.66,607.5,0,11,27.75,344.5,150,3035,6788.253,633,438040
3014,Punjab-2-14-5,194.2,2.57,877.25,0,33.5,0,405.2,626,6650,5713.172,0,146870
3015,Punjab-2-14-6,250,3.26,1185.75,3,6,81.25,549.4,0,10338,8491.834,400,641780
3016,Punjab-2-14-7,235.3,3.26,1183.25,9.5,20,41,765.6,0,18040,1844.243,20,872565
3017,Punjab-2-14-8,323.8,4.4,1680.5,0,7,66.75,529,250,14370,4920.977,400,1450300
3018,Punjab-2-14-9,575.85,7.75,2887.25,0,54,121.75,1296.9,550,36706,51062,0,1705340
3019,Punjab-2-15-10,200.7,3.1,1203,0,10,55.5,652,500,5380,3460.829,0,532166
3020,Punjab-2-15-3,21,0.35,189,0,3.75,0,46,50,730,2663.636,10,36697
3021,Punjab-2-15-4,104,1.75,722.5,0,8,22.5,347.7,120,2130,6861.847,0,571010
3022,Punjab-2-15-5,164.78,2.7,804.5,0,9.5,47.75,427.4,0,3341,12209.19,60,424950
3023,Punjab-2-15-6,209.85,3.35,997.75,0,14,40.25,609.1,80,11191,8779.046,0,574080
3024,Punjab-2-15-7,162,3.1,1116.75,0,8.5,28.5,411.5,360,7026,11650.364,0,476708
3025,Punjab-2-15-8,251.3,4.3,1409.5,2,17,55.5,642.4,0,15635,13173.655,0,1299765
3026,Punjab-2-15-9,464.4,8.4,2366.25,0,16.5,86.75,1554.4,0,22866,3991.578,0,1465352
3027,Punjab-2-16-1,60.5,0.75,267.5,0,11,0,120,0,1350,4708,0,86320
3028,Punjab-2-16-10,618.8,7.1,2416,0,60,80.5,1100,0,26870,22127.164,1200,600130
3029,Punjab-2-16-2,74.5,0.95,474.5,0,11.25,0,231.4,0,2960,6058,20,45650
3030,Punjab-2-16-3,144.5,1.85,798,0,30,0,519.4,0,4900,5018.504,0,46574
3031,Punjab-2-16-4,158.7,1.93,573,0,29,0,270,0,3850,9957.67,10,40648
3032,Punjab-2-16-5,194.5,2.65,1153.5,0,10,39.5,560,0,12616.4,15136,0,1061280
3033,Punjab-2-16-6,58.7,0.7,258,0,11,0,112,0,2290,4774,20,139760
3034,Punjab-2-16-7,362,4.25,1691,12,54,0,887.4,0,13150,17159.297,0,302500
3035,Punjab-2-16-8,359.3,4.37,1423,0,23,54,513.75,0,14350,15295.913,0,686900
3036,Punjab-2-16-9,490.8,6.2,2073,0,24,67,864,0,12380,4820.453,0,1032757
3037,Punjab-2-17-1,30,0.39,115.25,0,3.25,4.75,69,0,1465,42.833,140,178000
3038,Punjab-2-17-10,721.98,9.59,3168,0,14.25,173,2058,375,19430,5055.415,960,2680240
3039,Punjab-2-17-2,46,0.57,171,0.5,11,0,130.8,10.5,2736,1201.065,0,112863
3040,Punjab-2-17-3,93,1.2,392.25,2,18,0,207,0,4910,2476.498,0,137346
3041,Punjab-2-17-4,120,1.48,419.5,0.75,2.75,22.5,303,52,2425,2617.019,385,281951
3042,Punjab-2-17-5,230.25,2.89,875.5,2.25,10.25,32,476.1,0,12388.5,3984.089,0,850500
3043,Punjab-2-17-6,256.5,3.67,1143.5,1.75,4.25,62.25,740.32,81,8884,2760.271,3457,2657112
3044,Punjab-2-17-7,270,4.4,1716.75,2.5,4.5,55.75,599,0,7665,6260.345,1265,831360
3045,Punjab-2-17-8,273,3.97,1681.75,2.5,15.25,73.75,621,200,8740,7481.344,360,2454749
3046,Punjab-2-17-9,503.02,7.72,3179.25,1.5,8.75,99,1124.7,375,17688,12121.314,400,1421097
3047,Punjab-2-18-1,23.63,0.29,116.75,0,3.25,0,39.1,0,1992,1648.045,0,74090
3048,Punjab-2-18-10,678.75,8.7,2631.5,1.5,12.25,86.5,1729.5,0,99952.5,15384.214,750,1634307
3049,Punjab-2-18-2,45.75,0.6,178.75,0,6.5,0,104,0,3138,2365,0,79185
3050,Punjab-2-18-3,129,1.68,653,0,9,14.5,265.7,450,9400,8206,0,750720
3051,Punjab-2-18-4,69,1.05,402.25,0,4.75,8.75,152.3,0,5457.5,4433,150,495686
3052,Punjab-2-18-5,169.13,2.2,656.5,0,20.75,0,348.2,0,12040,3512.395,0,69364
3053,Punjab-2-18-6,206.25,3.09,873.5,0,11.25,42.5,621.6,0,20855,3132.779,0,162940
3054,Punjab-2-18-7,440.43,5.79,1699.25,0,28,65.5,1167.6,0,31389.5,6439.698,650,1051980
3055,Punjab-2-18-8,264,4.8,1432,0,18.5,65.5,876,0,40449,1856.661,0,483800
3056,Punjab-2-18-9,896.2,11.55,3222,0,68,115.25,1733.6,0,80359,7698.043,0,1170060
3057,Punjab-2-19-1,45.4,0.56,192,0,8.25,0,112,0,3600,1382.95,0,72276
3058,Punjab-2-19-10,670.58,7.97,2384,0.75,23,104.5,1252,0,35024,14697.356,0,1393962
3059,Punjab-2-19-2,72.45,0.88,314.75,0,15,0,158,60,2083,3525.833,0,44053
3060,Punjab-2-19-3,115.39,1.4,547.5,0,19.75,0,218.5,90,4543,5732.239,0,280504
3061,Punjab-2-19-4,234,2.95,988.5,1.5,9.5,42.5,483,240,8199,8124.189,0,263719
3062,Punjab-2-19-5,260.63,2.88,961.75,0,9,50.5,506,0,17588,4876.096,0,283669
3063,Punjab-2-19-6,226.5,2.88,814.5,0,9,37.5,595,0,10414,3550.965,0,708402
3064,Punjab-2-19-7,220.9,2.73,888.75,3,9.5,39.5,460,210,4514,5525.419,0,534426
3065,Punjab-2-19-8,388.5,4.67,1540.5,1.5,15,58.5,862.5,300,22950,9144.492,0,242340
3066,Punjab-2-19-9,484.5,6.26,2076.75,0.75,20.25,88,1046.5,300,27975,10370.288,0,1152244
3067,Punjab-2-20-1,58,0.8,306.5,0,11,0,92,0,1410,3036,0,11025
3068,Punjab-2-20-10,512,7.2,1976.5,0,22,46.5,1153,0,19400,8978.729,0,1137100
3069,Punjab-2-20-2,56,0.8,332,0,10.5,0,92,0,1410,3256,0,45551
3070,Punjab-2-20-3,84,1.2,385,0,10,0,191,0,4175,2422.169,0,24340
3071,Punjab-2-20-4,98,1.4,413,0,4,11,161,0,2920,6998.535,0,333240
3072,Punjab-2-20-5,203,2.8,714.5,0,6.5,17,514,0,6365,2501.02,0,535520
3073,Punjab-2-20-6,210,3,908,0,8,19.5,486.2,0,7130,11437.679,0,567040
3074,Punjab-2-20-7,301,4.3,1236.5,0,12.5,27,398,0,10380,12066.616,0,586665
3075,Punjab-2-20-8,300,4.2,1089,0,12.5,40,552,0,8325,7310.945,0,405180
3076,Punjab-2-20-9,542,7.6,2182.5,0,25.5,58,1344,0,15020,6339.43,0,879400
3077,Punjab-3-21-1,70.5,0.8,290.75,3,12,0,181.5,240,6060,1580.742,0,91059
3078,Punjab-3-21-10,451.05,5.88,2049.25,0,16.5,107.25,1223.1,720,51640,11427.196,0,1314514
3079,Punjab-3-21-2,72,0.84,260.25,0,2.5,9,161.5,0,7440,2849.726,0,120345
3080,Punjab-3-21-3,118.5,1.44,460.5,1,4.5,11.25,331.5,240,8810,6710,0,348409
3081,Punjab-3-21-4,105.75,1.23,376.5,2,12,0,247.5,0,10065,6094,0,148621
3082,Punjab-3-21-5,251.05,3.18,1062.25,3,8.75,25,717.6,120,24305,6948.328,0,1018359
3083,Punjab-3-21-6,174,2.24,672,0,7,23,418.7,270,10384,10626,0,763290
3084,Punjab-3-21-7,378.3,4.38,1494.75,2.25,13,41.5,856,600,35389,5211.034,0,888318
3085,Punjab-3-21-8,372.75,4.84,1655.333,0,12,36.5,1308.3,0,32198,20361.38,300,2024100
3086,Punjab-3-21-9,489.8,6,1969.75,0.75,18,82.25,1098.3,210,47205,17204.181,0,1740812
3087,Punjab-3-22-10,264,4,1499,6.75,34,41.5,1070,100,27275,12198.163,0,454096
3088,Punjab-3-22-3,56,0.81,382.5,0,3.5,12.5,144.5,23,5921,3369.12,0,219300
3089,Punjab-3-22-4,28.8,0.4,171.75,5.5,6,0,75,0,3089,3828,0,23751
3090,Punjab-3-22-5,91,1.35,437.5,5,22.5,0,204.6,0,10034,8244.568,0,76829
3091,Punjab-3-22-6,107,1.6,713,0,6,21.5,346,100,12260,3001.695,0,191050
3092,Punjab-3-22-7,217,3.2,1466,11,12.5,31,537.5,85,26430,8062.157,750,662225
3093,Punjab-3-22-8,320,4.1,1559.5,7,20,71.5,959,100,33294,20020.311,1250,1124706
3094,Punjab-3-22-9,272.8,4.4,1509.75,0,15,43.5,1005.2,0,36295,7165.002,0,241514
3095,Punjab-3-23-10,280,4,1279.5,2.5,8.5,21,815,0,22350,5803.08,0,273871
3096,Punjab-3-23-6,168,2.4,754.5,2.5,3.5,17.5,474,0,11800,2174.596,0,169543
3097,Punjab-3-23-7,334.8,4.8,1293,0,23.5,58,745.7,0,19660,9121.348,0,775130
3098,Punjab-3-23-8,247.5,3.3,1037,5,19,35.5,602,0,19710,11440,0,264414
3099,Punjab-3-23-9,462,6.6,2098,4,28,39,1161.5,0,41881,13128.831,0,434148
3100,Punjab-3-24-10,755,9.2,3231,0,28,106,1794,60,63388,19532.709,1500,679195
3101,Punjab-3-24-2,188,2.35,804,0,30.5,0,421,0,19507,9057.783,0,26220
3102,Punjab-3-24-3,133,1.76,619.5,3.5,19.25,0,273.7,0,10168,7929.516,0,356692
3103,Punjab-3-24-4,129,1.9,704.167,0,6,20.75,318,120,11825,7204.395,0,352810
