DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Crop Area (Ha.),Total Human Labour (Hrs.),Total Animal Labour (Hrs.),Hired Machine (Hrs.),Total Machine Hours (Hrs.),Total Fertiliser (Kg.),Manure (Qtl.),Insecticides (Rs.),Total Irrigation Charges (Rs.),Miscelaneous Cost (Rs.), Total Capital (Rs.)
4391,West Bengal-4-42-8,113.3,2.02,1472.09,0,71,149,374.86,102,3355,10100,0,44700
4392,West Bengal-4-42-9,112.45,2.02,1452.69,0,71,146,396.61,100,3305,10100,0,126640
4394,West Bengal-5-43-10,300.07,5.6,5017.517,0,63.05,298,878.68,0,7548,14460,0,1145053
4398,West Bengal-5-43-5,85.35,1.57,1732,272,13,80,256.93,0,2318,4190,0,419383.905
4408,West Bengal-5-44-5,61.5,1.95,1255.666,0,15,141,189.84,27,1350,1200,0,51900
4423,West Bengal-5-46-1,24.65,0.42,320.999,33.5,3.2,27.5,59,11,1342.5,2912,0,254351.76
4424,West Bengal-5-46-10,206.65,5.04,4180.668,248.5,0,299.5,481.74,310.5,16500,12620,0,3691499.69
4425,West Bengal-5-46-2,19.55,0.42,416.25,35,4.35,17.5,44.53,27,1299,1386.747,0,164667.5
4426,West Bengal-5-46-3,59.9,1.37,1107.667,95,13.55,52,119.01,98,4407,7295.179,0,423877.032
4427,West Bengal-5-46-4,117,2.53,2069.334,156,20.15,108,293.25,145,7501,5844,0,725963.112
4428,West Bengal-5-46-5,121.15,2.67,2151.418,76.75,0,147.1,256.13,144.5,7395,5088.365,0,6616682.5
4429,West Bengal-5-46-6,152.3,3.6,2954.832,191.5,0,194.75,382.72,231,10192,7890,0,2967187.19
4430,West Bengal-5-46-7,163.26,3.65,3096.001,194,0,206.4,406.3,236,10633,8950,0,3093420.942
4431,West Bengal-5-46-8,150.55,3.43,2862.67,173,0,192.35,367.88,226,10655,24270,0,1623770.624
4432,West Bengal-5-46-9,228.05,5.21,4128.331,111.5,0,290.95,610.82,312,16232,12080,0,2514949.69
4474,West Bengal-5-51-10,110.15,2.4,1886.61,43,14,156.26,238.66,0,2023,2100,0,1059525
4475,West Bengal-5-51-2,34.85,0.71,630.001,14.5,10.5,43,76.266,0,634,2205,0,26440
4476,West Bengal-5-51-3,59.8,1.27,960.833,63,11,83.5,157.94,8,914,2835,0,279498.125
4478,West Bengal-5-51-5,59.1,1.27,1042.666,87,11,72.5,135.11,7,948,1500,0,235710
4479,West Bengal-5-51-6,59.3,1.24,962.834,62,14,78,130.92,8,1114,1520,0,275833.34
4481,West Bengal-5-51-8,99.4,2.07,1701.249,145,14.75,122,226.17,17,1092,3865,0,476660
4482,West Bengal-5-51-9,117.1,2.51,2118.582,168.5,20,141.5,259.03,0,3203,3485,0,818221.426
4483,West Bengal-5-52-1,5.28,0.08,84.5,7,0,4,13.92,0,75,225,0,1139
4484,West Bengal-5-52-10,104.14,1.62,1648,98,6.5,88,213.88,0,1695,570,0,312114.435
4485,West Bengal-5-52-2,5.2,0.08,85,7,0,4,12.72,0,25,270,0,354
4486,West Bengal-5-52-3,64.5,1,1052.917,17,4.75,55,133.28,0,990,1823,0,13180
4487,West Bengal-5-52-4,69.5,1.13,1124,19.5,0,76.5,181.16,0,1073,540,0,542320
4488,West Bengal-5-52-5,71.3,1.13,1049.583,31,6.25,62,133.52,0,1030,480,0,339405.532
4489,West Bengal-5-52-6,71.7,1.131,1155.083,60,5,61,100.1,0,1265,1420,0,119371.64
4490,West Bengal-5-52-7,73.56,1.13,1132.25,56,4.5,61,141,0,1210,2138,0,125236
4491,West Bengal-5-52-8,83.55,1.3,1215.25,36,14,72,145.04,0,1365,2095,0,16748
4492,West Bengal-5-52-9,80.9,1.3,1348.667,77,4.5,71,160.72,0,1345,275.431,0,441771.955
4493,West Bengal-5-53-1,9.7,0.33,313.79,25,0.33,19,59.38,0,375,110,0,12604
4494,West Bengal-5-53-10,106.1,2.96,2733.833,202,10.75,173,423.27,58.2,3816,9256.429,0,659193.678
4495,West Bengal-5-53-2,12.41,0.34,393.5,26,2.5,17,56.14,0,457,1207.439,0,23781
4496,West Bengal-5-53-3,38.2,1.02,1087.333,125,0,52,151.2,27.2,1265,2406.258,0,166289.328
4497,West Bengal-5-53-4,47.2,1.36,1405.667,145,2,71,179.84,29.7,1523,2368.39,0,288651.115
4498,West Bengal-5-53-5,69.1,2.04,1797.076,198,1.41,126,314.18,37.4,1951.5,2625.092,0,341209.992
4499,West Bengal-5-53-6,81.2,2.3,2074.659,249,8.66,123,366.66,35.8,2383,7002.5,0,495354.783
4500,West Bengal-5-53-7,98.9,2.72,2591.267,280,5.6,154,438.26,49.9,3585,8713,0,796498.624
4501,West Bengal-5-53-8,79.81,2.38,2037.784,155,6.45,137,360.26,45.6,2848.5,3472.004,0,382169.676
4502,West Bengal-5-53-9,106.78,2.55,2192.6,152,10,140,350.53,63,4063,3972.569,0,613861.115
4504,West Bengal-5-54-10,148.3,3.04,3434.833,21,19,228,491.54,120,7920,8560,0,452061
4505,West Bengal-5-54-2,30.8,0.64,770,18,4,48,105.9,30,1920,4320,0,62948.427
4506,West Bengal-5-54-3,78.6,1.6,1823,0,10,120,280.26,5,4560,7840,0,9714
4507,West Bengal-5-54-4,68.5,1.44,1518,22,10.5,108,257.88,68,4800,9200,0,133278
4508,West Bengal-5-54-5,55.45,1.12,1258,15,7,84,200.36,52,3360,4640,0,71044
4509,West Bengal-5-54-6,79.45,1.6,1847,0,10,120,291.72,12,3600,7840,0,106566
4510,West Bengal-5-54-7,127.6,2.56,2910.166,0,16,192,463.08,5,6720,11040,0,142088
4511,West Bengal-5-54-8,135.55,2.72,3111.666,38,17,204,499.42,100,6960,9220,0,119399
4512,West Bengal-5-54-9,145.4,3.04,3483,0,19,228,558.98,35,7980,7840,0,15848
4523,West Bengal-6-56-1,1.05,0.03,51,0,0.5,2,4.02,1,45,80,0,4392
4524,West Bengal-6-56-10,11.8,0.39,397.999,0,3,24,40.64,6,250,450,0,19800
4525,West Bengal-6-56-2,1.05,0.03,50,0,0.5,2,4.48,1,45,80,0,4220
4526,West Bengal-6-56-3,1.95,0.06,117.666,0,1,4,12.06,2,90,110,0,11700
4527,West Bengal-6-56-4,2.05,0.06,102.5,0,1,6,8.96,2,60,80,0,61734
4528,West Bengal-6-56-5,2.05,0.06,126.333,0,1,4,8.96,2,70,160,0,21490
4529,West Bengal-6-56-6,3.9,0.133,172.334,0,1,8,14.06,2,70,250,0,13080
4531,West Bengal-6-56-8,7.85,0.28,367.666,0,4,16,34.16,4,170,600,0,24848
4532,West Bengal-6-56-9,8.65,0.286,319.499,0,2.5,18,35.38,5,175,580,0,17592
4543,West Bengal-6-58-1,4,0.1,147.833,0,1.5,8,18.49,0,97,250,40,9570
4544,West Bengal-6-58-10,50,1.45,1521.5,0,0,138.5,199.16,0,1153,3050,0,723516.798
4545,West Bengal-6-58-2,8.7,0.22,265.983,0,3.65,16,35.82,0,189,550,80,222
4546,West Bengal-6-58-3,9.3,0.24,265.95,0,3.95,18,36.24,0,218,600,80,1682
4547,West Bengal-6-58-4,16.6,0.42,484.6,0,7.6,31,64.66,0,402,1050,80,8776
4549,West Bengal-6-58-6,24.9,0.72,756.8,0,12.8,53,104.46,0,556,1500,0,14604
4551,West Bengal-6-58-8,46.8,1.36,1438.5,0,0,124.5,188.67,0,1010,2600,0,598434
4552,West Bengal-6-58-9,63.7,1.7,1810.2,0,29.2,149,239.3,0,1416,3750,0,127575
4554,West Bengal-6-59-10,91.5,1.81,1550.167,0,25.5,135,253.78,36,6610,9953,0,27600
4555,West Bengal-6-59-2,11.25,0.2,315,0,3,22,30.17,9,820,1820,0,7590
4556,West Bengal-6-59-3,11.3,0.2,282.667,0,3,22,30.01,8,730,1960,0,5580
4557,West Bengal-6-59-4,20.4,0.38,505.5,0,6.5,25,48.745,14,1322,2590,0,8820
4558,West Bengal-6-59-5,27.1,0.5,585.333,0,7,27,69.81,16,1945,3920,0,64230
4559,West Bengal-6-59-6,31.13,0.6,640.333,0,8,36,82.59,24,2270,4060,0,23505
4560,West Bengal-6-59-7,33.75,0.64,628.667,0,9,47,96.1,19,2595,4830,0,24075
4561,West Bengal-6-59-8,30.92,0.6,707.334,0,8,36,88.775,29,2830,1030.673,0,44580
4562,West Bengal-6-59-9,75.28,1.41,1536.666,0,19.1,111,307.675,45,5276,1807.573,0,74675
