DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Sum of Main Product (Rs.),By Product (Rs.),Ha-months in ground (Ha.),Crop Area (Ha.),Family Labour (Hrs.),Family Labour (Rs.),Attached Labour (Hrs.),Attached Labour (Rs.),Casual Labour (Hrs.), Casual Labour (Rs.),Hired Animal Labour (Hrs.),Hired Animal Labour (Rs.),Owned Animal Labour (Rs.),Owned Animal Labour (Hrs.),Hired Machine (Hrs.),Hired Machine (Rs.),Own Machine (Hrs.),Own Machine (Rs.),Seed Qty. (Kg.),Seed Value (Rs.),Fertiliser (N) (Kg.),Fertiliser (N) (Rs.),Fertiliser (P) (Kg.),Fertiliser (P) (Rs.),Fertiliser (K) (Kg.),Fertiliser (K) (Rs.),Other Fertiliser (Kg.),Other Fertiliser (Rs.),Total Fertiliser (Kg.), Total Fertiliser (Rs.),Manure (Qtl.),Manure (Rs.),Insecticides (Rs.),Own Irrigation Machine (Hrs.),Own Irrigation Machine (Rs.),Hired Irrigation Machine (Hrs.),Hired Irrigation Machine (Rs.),Other Irrigation Charges (Rs),Miscelaneous Cost (Rs.),Land Revenue (Rs.),Rent Paid for Leased in Land (Rs.),Imputed Rent (Rs.),Total Depreciation (Rs.), Total Capital (Rs.),Sample No. of Growers in size group,Total Number of Growers in size group,Cluster Factor/Weight,Area of all selected crops in Village (Ha.),No. of Villages in Tehsil,Area of Crop in Zone (Ha.),Production of Crop in Zone (Qtl.),Sum of No. of Tehsils in Zone,Sum of Sample Tehsils in Zone,Sum of Area of all selected crops in Zone (Ha.),Sum of Interest on working capital rate(%),Sum of Interest on fixed capital rate(%),Sum of Minimum Rent (%age of GVO),Sum of Maximum Rent (%age of GVO),Sum of Sample Zone in State,Sum of Sample Clusters in State,Sum of Tenure,Sum of Variety,Sum of Size Group
Maharashtra-9,952.8,38.13,1900000,204100,9753.633,248889.831,190,5460.6,35278.996,858530,1197,121300,37479.293,572,449,211768,5,500,2539,93330,866.1,20840.197,1811.1,86005.004,77,2159.793,0,0,2754.2,109005,72,18600,54510,3106,119063.201,40,1200,2000,0,1664.378,0,350753.47,68537.229,4083181.719,95,1399,739.5,41933,4539,31729999,555984478,1862,98,44791145,612.5,490,816.83,816.83,441,2940,49,2450,173,161.66,6
Odisha-1,12106.03,313.43,13794578.5,1829518,137594.667,4749268.244,2407,87200.229,143388.669,4914509,2189,56463.5,459496.942,11657,5672.981,2242648.25,668.55,57561.4,24286.9,400675.4,14484.158,291491.689,7772.532,395176.428,7593.18,179807,0,0,29849.87,866475.12,3685.46,412673.8,51518.5,242,12783.888,63,5200,30907.9,22203.34,6294.353,55598,3854588.625,817359.878,27478591.01,1969,28877,10805.08,201055.11,140069,922714512,3920153664,77408,11152,1441691200,8200,6560,16400,16400,2624,29520,1016,32020,1759,1469,4
Odisha-2,6574.852,195.9,7210270,758217,90776.333,2541677.409,3006.667,61426.2,86220.674,2372870,2579,73540,690299.735,22435,2622.95,874288.5,150,15000,15298.2,233425,7282.656,137842.86,4638.2,223541.286,3914.4,91658.849,0,0,15835.256,453043,2303,250855,10160,0,0,0,0,7825,13416.27,5134.668,0,1992121.75,444239.895,16506174.09,798,10821,5333.992,131987.88,49029,239694873,829109295,19260,2889,449358912,4012.5,3210,8025,8025,1284,14445,321,15390,1053,863.45,4
Odisha-3,15463.66,379.66,17391699,1762040,129003.675,3578366.143,223,7080.25,216361.331,6221498.5,4031,118058,645854.823,23620,2733.65,2213577,846.9,74994.75,29846.4,430438,19618.056,368766.237,12428.37,589184.249,11448.26,290274,0,0,43494.686,1248224.499,3080,319660,354514.625,398,19950.812,29,3120,62545,7700,6464.93,25850,4765757.25,734995.3,32492235.74,1489,19181,8533.731,151862.59,81657,638231748,2334402322,45920,7462,1050491176,7175,5740,14350,14350,2296,25830,754,28210,1842,1758.25,10
Odisha-4,3925.081,113.2,4527749.695,490785,56662.008,1748703.132,0,0,58472.996,1627025,2232.7,64582.5,449493.949,15366,1350.64,335541.5,8,544,9413.2,129551.5,4276.971,83962.637,2643.76,126953.364,2111.52,52880,0,0,9032.251,263796,1890,203990,2628,0,0,0,0,2042.5,0,2548.032,54800,1204971.875,252080.634,10122174.93,696,11254,3931.787,77419.27,26074,140439102,453899406,11256,1206,182014344,2512.5,2010,5025,5025,804,9045,411,9410,552,543.49,15
Punjab-1,20850.935,329.05,33338548.73,340311,45308.256,2120857.844,15023,712677.938,55820.833,2582614,3.75,1000,6120.279,60.5,1398.85,1196484,3251,860593.139,0,535829,49499.8,633529.718,5092.68,218121.779,609,16028,5090.87,263191.8,60292.35,1130871.298,5534,118570,953485.4,81886,800532.8,259,15522,0,8008,0,1735246.5,9230319.008,567085.891,73694009,441,6964,3558.5,190990.56,73681,291607800,10962740200,8588,2712,642337200,2825,2260,0,7532.58,678,6780,1506,9618,783,1277.77,2
Punjab-2,20425.43,276.21,31149253.81,120248,33583.375,1609039.636,12029.5,575162.462,43980.584,2085873,0,0,7718.12,66.75,1334.25,1023458,3400.25,876166.48,0,447918,39958.52,510877.126,3843.3,153604.671,690,16800,2047.25,118969.65,46539.07,800251.443,7244.5,138706,1125471.9,66760,566299.124,40,1320,0,15005,0,2629614,7638460.076,451695,50184980,292,5887,2943.5,180693.06,26585,123983200,5662697600,3796,1168,246594000,1825,1460,0,4866.18,438,4380,836,6846,517,1097.63,2
Punjab-3,15421.09,225.47,24321783.5,23600,30023.5,1426552.384,13694,645120.691,34045.166,1696604,0,0,13465.653,118.25,801.75,746762,2605.5,552679.845,0,439372,34326.1,429013.949,3379,144384.045,1378.8,38183,4676.85,251238,43802.75,862819,4078,82780,1465003,48309.25,542394.612,190,9650,0,8115,0,1206296,6921857.435,330762,45642280,261,3924,2010,257685.39,21608,121296800,5227098800,3082,1340,321841200,1675,1340,0,4466.22,402,4020,714,5888,486,884.3,4
Tamil Nadu-1,8660.66,158.52,12479927,293222,12748.335,549888.888,1616,57125.598,44589.167,1881985,65.5,31975,0,0,1210.25,936415,751,312970.878,15001,1128466,21137.484,401720.478,7230.5,365320.218,10871.3,237766.31,126.5,10850,39365.784,1015657.002,2539,172260,191683,20493,245884.071,0,0,0,0,606.987,0,1452700.35,98748,13121034,183,2780,1441.5,24666,16516,18320328,68862460,1472,276,21374176,1150,920,0,3680,552,5520,92,4600,277,510.31,6
Tamil Nadu-2,9533.38,192.41,14947796,547830,20497.163,1015293.618,3310.667,140643.332,56328.087,2429208,527,37650,900,10,2245.25,1341218,866.5,412657.807,14796,1500819,21674.84,370782.41,10110.86,496982.016,11625.4,257463.075,1053.5,54315,44464.6,1179542.494,3929,372280,293452,43870,817822.776,0,0,19154,25480,1485.751,0,3013805.523,157537.78,26292555,437,4213,2475.977,63393,30050,86687029,343645445,4732,2197,174840809,2112.5,1690,0,6760,1014,10140,169,8450,512,677.44,6
Tamil Nadu-3,17516.02,385.82,28669883,971021,44897.676,2073939.969,1485,67077.81,122423.664,5451344,0,0,0,0,3088.45,3200468,1675.75,514324.106,26159,2626049,40336.34,602918.279,20384.86,883300.514,16997.6,355667.202,1737.55,80254,79456.35,1922139.992,2208.5,206036,454748,60464,927431.132,0,0,330350,31499,2591.397,199925,5617857.27,261130.01,24520303.15,584,6640,3307.75,102401,21177,130239009,399058731,5346,2673,178329195,3037.5,2430,0,9720,1458,14580,482,12150,763,1539.92,8
Tamil Nadu-4,3731.18,81.43,7119206,554979,13674.256,645731.621,533,24384.75,29431.751,1333134,99.5,5885,837,9,2502.91,915134,194.5,60683.048,5901,570358,9663.223,162210.57,5187.922,237576.492,4905.803,98485.938,759.575,32782,20516.522,531055.001,2779.75,237305,165315.5,13758,365807.646,0,0,0,17534,555.953,39300,1437156.834,96290.2,12008711,269,3735,2415.841,46876,8646,28305060,115442355,4935,1260,82044375,1312.5,1050,0,4200,630,6300,225,5210,296,270.19,12
Tamil Nadu-5,4970.35,108.43,8492072,408646,9405,477458.072,955.667,46721.503,33944.668,1677929,66.5,13300,0,0,1279.7,871230,401.5,164198.728,8089,574090,9992.865,167427.826,6951.4,309846.174,4854.6,108657,427,22174,22225.865,608104.999,1755,126410,238242.7,13687,146051.317,0,0,0,0,931.845,16100,1428740.739,60282,9563679,190,2324,1246.35,43120,5114,24379892,85584922,2960,666,43424680,925,740,0,2960,444,4440,104,3700,223,355.32,20
Tamil Nadu-6,214.5,4.14,419100,46430,1601.667,63821.09,0,0,1952.999,72615,3,400,0,0,48.75,35350,4,1058.98,157,22706,334.44,5129.805,253.5,10709.992,171.5,3687.204,17,400,776.44,19927,133.5,13275,4380,652,23511.069,0,0,0,0,67.306,0,115896.07,10230.67,1060090,18,437,258,2479,1404,1538559,7010773,462,132,9503791,137.5,110,0,440,66,660,11,620,28,14.24,2
Uttar Pradesh-2,2901.5,79.01,3482223,95640,21272.333,552767.067,0,0,22918.658,592013,0,0,6907.2,60,511.2,390077.5,223.75,63301.591,0,357423,7245.48,117384.072,3871.86,166959.218,216,5548.208,453,17715,11786.34,307606.499,0,0,23397,3246,257780.62,1411,180946,0,0,611.182,0,1029223.082,110932.377,6605954,427,6365,1655.585,49001,26053,69856500,173356092,2016,588,251603520,1050,840,1050,2799.72,672,5964,84,4200,163,297.5,20
Uttar Pradesh-3,666.27,17.96,1132026,118350,5132.334,167711.353,805,25655.32,8951.332,291819,0,0,866.006,6,49,32906,190.75,28819.519,0,67450,2467.8,40176.339,1016.6,44653.66,0,0,70.5,2060,3554.9,86890,0,0,215,783.5,22651.197,43,2640,0,0,302.759,0,336496.211,57565.814,8225500.586,112,813,540.168,32198,6958,8705655,22802640,1120,175,62605095,437.5,350,437.5,1166.55,280,2485,35,1870,109,60.74,2
Uttar Pradesh-4,1647.97,45.12,2282941,212143,15007,500189.915,0,0,17999.268,533495,23,1380,39816.288,393.5,161.3,94741,141.2,60571.032,0,163629,4745.88,74021.159,1722.42,75816.405,266.56,6889.435,59,3150,6793.86,159877,77,3930,39910,2954.75,168060.183,67,6900,0,2280,615.237,0,627905.919,195553.062,12125410.57,384,3151,1562.133,31811,32718,79650386,189923478,3298,873,292526683,1212.5,970,1212.5,3233.01,776,6887,97,4850,242,143.76,4
Uttar Pradesh-5,2269.5,57.08,3385675,183380,12992.503,423839.26,0,0,22640.75,784055,0,0,6076.8,32,270.25,178040,127.8,37321.716,0,173110,5086.48,83842.943,2656.56,117122.637,32,905.66,155,10540,7930.04,212411.25,69,4300,24175,1164,57582.301,16,1635,0,0,663.685,121500,979224.205,131707.687,12105762,280,5864,1808.865,98358,21209,34572322,92917504,3735,913,293022204,1037.5,830,1037.5,2766.39,664,5893,171,4150,185,192.58,8
Uttar Pradesh-6,415.5,17.9,478100,49700,4815.667,153326.901,7,236.46,3277.336,94304,0,0,0,0,57.62,32228,19.87,8272.467,0,23945,905.5,15182.457,609.5,24407.543,0,0,11,730,1526,40320,0,0,1700,49,3039.081,38,4560,2580.68,0,1.577,12500,137220.705,44892.215,1834690,69,738,346.5,3684,4206,1515507,2612358,546,147,47325138,262.5,210,262.5,699.93,168,1491,51,1021,48,72.4,6
Uttar Pradesh-7,1922.41,50.44,2361778,169610,19603.5,521583.634,190,4181.9,20269.412,467968,11,550,14886.667,110,217.75,129402,139.5,37160.064,0,209331,6123.48,103818.432,2974.94,128171.757,137.6,3499.813,598.5,38410,9834.52,273900,0,0,35510,2081.5,129770.749,771.5,67410,0,0,625.265,0,769370.665,313674.877,20680621.85,445,6621,2260.336,210712,35610,114122088,285453288,5076,1296,427156848,1350,1080,1350,3599.64,864,7668,108,5400,215,182.83,18
Uttar Pradesh-8,1169.75,34.67,1415787,10775,10644,254634.206,0,0,9089.765,210944,0,0,0,0,294.75,201220,42.5,15200.276,0,144896,4147.02,72065.548,2620.62,113181.738,0,0,178,8220,6945.64,193467.28,0,0,0,1001.75,81310.414,1018,164121,0,0,73.313,0,402195.44,100357.186,5547035,482,9227,1513.575,14355,30429,56502292,132500984,2079,462,204787198,962.5,770,962.5,2566.41,616,5467,77,3850,112,131.07,32
Uttar Pradesh-9,5027.05,138.746,5750094,385650,35071.344,924484.905,855,27654.57,47323.335,1237838,0,0,17323.149,152,699.1,434582,407.7,126571.742,0,539239,15111.96,257889.862,7623.72,334222.326,0,0,399.5,25085,23135.18,617197.189,122,12580,14060,5028.5,198289.968,2105,167060,4378,0,1508.588,10000,1600147.746,467271.449,30540504.52,1171,13813,4593.901,320249,68295,417503040,851633280,18720,3360,1117691520,3000,2400,3000,7999.2,1920,17040,270,12460,514,566.114,16
Uttarakhand-1,151.8,4.08,228595,31800,1863.334,50049.134,0,0,984,25840,0,0,25900.632,324,0,0,0,0,0,15600,291.1,4187.031,167.9,6417.969,0,0,0,0,459,10605,54,4320,0,0,0,0,0,111,0,52.171,0,32621.875,3845.44,291877.336,39,1005,254.25,348,336,1512804,18501480,828,12,5175708,150,120,150,399.96,36,48,12,600,25,12.24,30
Uttarakhand-2,1978.7,34.64,2279875,31300,5977.4,175513.653,98,2820.44,7013,201072,0,0,3364.48,56,181,143410,379.25,129601.836,0,122135,3237.99,45826.538,1491.6,62253.802,411.8,9812.705,334.9,14916,5476.29,132809.04,0,0,69633,548,27704.731,12,720,952,0,131.579,0,701974.374,32481.748,5952417.242,174,1861,787.002,16617,5371,6255765,177508800,630,90,13859325,562.5,450,562.5,1499.85,135,180,45,2250,120,137.01,2
Uttarakhand-3,59.7,1.73,119400,13400,182,6850.48,0,0,658.666,24720,0,0,460,4,8,6000,7,1386.204,0,6000,231.1,3399.206,96.6,4102.794,0,0,20,1600,347.7,9102,0,0,800,27,1483.523,0,0,31,0,21.211,0,29708.271,1198.35,246356.102,2,12,12,326,294,38508,847460,6,2,268080,25,20,25,66.66,6,8,2,100,7,6.92,30
West Bengal-2,3989.34,90.25,4749932.5,886310,38648.418,1482232.23,0,0,47198.664,1756461.5,830.5,53428,270241.19,3231.25,562.77,464130.5,63.75,9877.4,4639.6,196013.5,6481.257,120498.819,3528.34,179565.678,3553.52,98975.002,162,12000,13725.117,411039.5,1479.25,253808,114154,1855.25,41843.435,141.25,12582.5,30900,0,5227.785,21800,1382060.875,220389.623,9242346.028,1468,13827,5236.425,72349.15,33715,181856649,684657089,9622,2264,270309997,3537.5,2830,7075,7075,1698,16980,613,14110,638,412.58,2
West Bengal-3,9175.78,192.72,11512081.35,1790244,58022.687,2162592.788,373,12443.28,155581.045,5598007.7,2976.75,148455.3,137008.419,1621.9,1952.45,1008253.5,454.2,48203.9,11067.4,405207.25,16878.636,312464.517,9892.971,480751.996,8060.571,226149.062,533.557,22886.7,35365.735,1042252.298,1105.2,97755,203670.6,16202.71,372183.156,3282.85,284171,106675,1015,10456.286,29932,3312350.088,392286.805,16415403.6,2683,50573,11496.005,111473.26,44081,529417008,2527258880,43648,7936,1037420704,6200,4960,12400,12400,2976,29760,736,24800,1067,799.61,4
West Bengal-4,14515.53,280.718,19619246,1512121.4,83845.165,3430767.91,227.5,8886.15,172781.092,6419273.15,852.5,36333,67824,838,4161.89,1481645.5,1464.85,148543.093,16191.6,561448.75,23055.141,445841.224,16336.483,805384.972,15348.624,394731.177,713.75,64742,55454.098,1710399.399,4898.62,224333.25,754574.15,7105.5,135947.143,310,25080,825022,10501.5,18238.147,123600,5123353.6,873778.716,51098589.79,4696,49111,16415.155,200866.127,158973,1674563328,7361520816,67488,16416,2099794272,11400,9120,22800,22800,5472,54720,1962,43720,1937,1125.297,4
West Bengal-5,9481.49,229.982,11753616,1569465.5,100809.011,3427643.238,0,0,131166.734,4213716.2,1256.49,44414.5,568636.793,6897.25,2408.313,883882,469.31,51180.621,12281.5,357737,14721.026,275488.848,10326.72,502532.717,10466.652,289446.057,0,0,35514.398,1067467.645,5499.8,477425,336711.5,4021.6,84894.403,1024.5,79671,82601,100,18197.469,0,3330770.375,641088.943,43936605.65,2614,20040,8276.637,152924.38,146577,743691000,2936302200,48000,7200,869300400,7500,6000,15000,15000,3600,36000,600,30050,1518,1004.117,6
West Bengal-6,2122.88,53.159,2576953,406648,18952.013,745242.065,0,0,23808.02,912648.75,0,0,11088,154,697.25,176710.5,135,13500,3395,102035,1676.96,33878.932,941.64,49387.182,1542.76,39705.387,155.825,7237,4317.185,130208.5,1158,49718,78122,247,2838.246,458,31523,37400,24020,3829.315,3300,741523.75,121383.091,2698544.234,1154,25293,4585.96,27277.125,18973,128658950,483578725,10150,1050,134341375,2187.5,1750,4375,4375,1050,10500,295,8190,298,220.763,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,52,13,2764.8,56,3696000,205680000,1088,68,7436000,50,40,120,120,20,240,4,200,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,26,6.5,1382.4,28,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,4,1382.4,28,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,90,45,1889.6,19,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,7,3779.2,38,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,90,45,1889.6,19,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,92,46,1889.6,19,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,92,46,1889.6,19,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,198,99,3779.2,38,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,198,99,3779.2,38,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,11,1889.6,19,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,44,22,3779.2,38,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,7,3779.2,38,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,438,219,3676.8,52,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,5,3676.8,52,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,438,219,3676.8,52,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,102,51,3676.8,52,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,102,51,3676.8,52,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,38,19,3676.8,52,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,38,19,3676.8,52,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,4,3676.8,52,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,4,3676.8,52,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,15,11030.4,156,5544000,308520000,1632,102,11154000,75,60,180,180,30,360,6,300,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,4522,20,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49,49,2261,10,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,16,2261,10,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,15,11305,50,4620000,257100000,1360,85,9295000,62.5,50,150,150,25,300,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2.5,486.4,10,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,60,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49,49,486.4,10,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,188,188,972.8,20,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,120,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,116,58,972.8,20,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,120,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,116,58,972.8,20,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,110,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,11,972.8,20,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,120,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,11,972.8,20,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,120,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,5,972.8,20,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,120,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1.5,1478.4,41,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48,48,1478.4,41,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,33,1478.4,41,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1478.4,41,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1478.4,41,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1.5,1478.4,41,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,296,148,1096,56,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,12,3288,168,5544000,308520000,1632,102,11154000,75,60,180,180,30,360,6,300,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,296,148,1096,56,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,92,46,1096,56,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,92,46,1096,56,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,7.5,548,28,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,15,1096,56,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,5,1096,56,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2.5,548,28,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,8,2192,112,3696000,205680000,1088,68,7436000,50,40,120,120,20,240,4,200,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100,50,901.6,20,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,4.5,901.6,20,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100,50,901.6,20,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,90,45,1803.2,40,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,22.5,901.6,20,924000,51420000,272,17,1859000,12.5,10,30,30,5,60,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,74,37,1803.2,40,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,111,55.5,2704.8,60,2772000,154260000,816,51,5577000,37.5,30,90,90,15,180,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,28,14,1803.2,40,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,28,14,1803.2,40,1848000,102840000,544,34,3718000,25,20,60,60,10,120,2,100,8
