DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Sum of Main Product (Rs.),By Product (Rs.),Ha-months in ground (Ha.),Crop Area (Ha.),Family Labour (Hrs.),Family Labour (Rs.),Attached Labour (Hrs.),Attached Labour (Rs.),Casual Labour (Hrs.), Casual Labour (Rs.),Hired Animal Labour (Hrs.),Hired Animal Labour (Rs.),Owned Animal Labour (Rs.),Owned Animal Labour (Hrs.),Hired Machine (Hrs.),Hired Machine (Rs.),Own Machine (Hrs.),Own Machine (Rs.),Seed Qty. (Kg.),Seed Value (Rs.),Fertiliser (N) (Kg.),Fertiliser (N) (Rs.),Fertiliser (P) (Kg.),Fertiliser (P) (Rs.),Fertiliser (K) (Kg.),Fertiliser (K) (Rs.),Other Fertiliser (Kg.),Other Fertiliser (Rs.),Total Fertiliser (Kg.), Total Fertiliser (Rs.),Manure (Qtl.),Manure (Rs.),Insecticides (Rs.),Own Irrigation Machine (Hrs.),Own Irrigation Machine (Rs.),Hired Irrigation Machine (Hrs.),Hired Irrigation Machine (Rs.),Other Irrigation Charges (Rs),Miscelaneous Cost (Rs.),Land Revenue (Rs.),Rent Paid for Leased in Land (Rs.),Imputed Rent (Rs.),Total Depreciation (Rs.), Total Capital (Rs.),Sample No. of Growers in size group,Total Number of Growers in size group,Cluster Factor/Weight,Area of all selected crops in Village (Ha.),No. of Villages in Tehsil,Area of Crop in Zone (Ha.),Production of Crop in Zone (Qtl.),Sum of No. of Tehsils in Zone,Sum of Sample Tehsils in Zone,Sum of Area of all selected crops in Zone (Ha.),Sum of Interest on working capital rate(%),Sum of Interest on fixed capital rate(%),Sum of Minimum Rent (%age of GVO),Sum of Maximum Rent (%age of GVO),Sum of Sample Zone in State,Sum of Sample Clusters in State,Sum of Tenure,Sum of Variety,Sum of Size Group
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,20,554,738,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,220,220,277,369,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,4,277,369,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,4,277,369,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,8,554,738,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,8,554,738,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,4,277,369,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,10,277,369,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,845,385,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,845,385,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,845,385,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,151,75.5,297,593,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,1.5,297,593,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,151,75.5,297,593,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,4,297,593,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,4,297,593,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,1.5,297,593,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,1.5,297,593,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,1.5,297,593,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,1.5,297,593,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,1.5,297,593,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,242,428,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36,18,242,428,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,72,36,484,856,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,17,242,428,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2,484,856,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2,484,856,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,242,428,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,174,87,162,331,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,2,162,331,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,174,87,162,331,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,44,22,324,662,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,11,162,331,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,4,324,662,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,4,324,662,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,4,324,662,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,4,324,662,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,4,324,662,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,764,382,516,1240,3284552,7831896,136,36,12062956,50,40,50,133.32,32,284,4,200,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2,258,620,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,382,191,258,620,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,20,5,258,620,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,20,5,258,620,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,20,5,258,620,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,2.5,129,310,821138,1957974,34,9,3015739,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,3,387,930,2463414,5873922,102,27,9047217,37.5,30,37.5,99.99,24,213,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2,258,620,1642276,3915948,68,18,6031478,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,3,387,930,2463414,5873922,102,27,9047217,37.5,30,37.5,99.99,24,213,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,221,31.571,444,164,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1.667,444,164,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,221,31.571,444,164,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,221,31.571,444,164,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,221,31.571,444,164,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,221,31.571,444,164,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,221,31.571,444,164,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,221,31.571,444,164,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1.667,444,164,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1.667,444,164,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,192,96,2170,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,192,96,2170,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,5.5,2170,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,5.5,2170,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,3,2170,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,3,2170,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,3,2170,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,82,41,649,166,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,31,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,3894,996,2499204,6716928,270,66,21182328,75,60,75,199.98,48,426,6,300,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,164,82,1298,332,833068,2238976,90,22,7060776,25,20,25,66.66,16,142,32,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,56,28,649,166,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,56,28,649,166,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,11,649,166,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,11,649,166,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1.333,649,166,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1.333,649,166,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1.333,649,166,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,222,44.4,309,428,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,309,428,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,222,44.4,309,428,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,444,88.8,618,856,833068,2238976,90,22,7060776,25,20,25,66.66,16,142,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,222,44.4,309,428,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,666,133.2,927,1284,1249602,3358464,135,33,10591164,37.5,30,37.5,99.99,24,213,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,44,14.668,1236,1712,1666136,4477952,180,44,14121552,50,40,50,133.32,32,284,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,22,7.334,618,856,833068,2238976,90,22,7060776,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,33,11.001,927,1284,1249602,3358464,135,33,10591164,37.5,30,37.5,99.99,24,213,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,3.75,255,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,105,105,255,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,14,255,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,3.75,255,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,3.75,255,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,3.75,255,375,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,244,122,1328,636,833068,2238976,90,22,7060776,25,20,25,66.66,16,142,32,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,664,318,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,244,122,1328,636,833068,2238976,90,22,7060776,25,20,25,66.66,16,142,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,47,15.667,664,318,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,47,15.667,664,318,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,47,15.667,664,318,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,5,664,318,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,5,664,318,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,10,1328,636,833068,2238976,90,22,7060776,25,20,25,66.66,16,142,0,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,276,138,7612,74,833068,2238976,90,22,7060776,25,20,25,66.66,16,142,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,22,3.666,7612,74,833068,2238976,90,22,7060776,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,276,138,7612,74,833068,2238976,90,22,7060776,25,20,25,66.66,16,142,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,15,3806,37,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,15,3806,37,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,22,3.666,7612,74,833068,2238976,90,22,7060776,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,1.833,3806,37,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,1.833,3806,37,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,1.833,3806,37,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,1.833,3806,37,416534,1119488,45,11,3530388,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,187,93.5,170,191,72167,124398,26,7,2253578,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2,340,382,144334,248796,52,14,4507156,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,374,187,340,382,144334,248796,52,14,4507156,25,20,25,66.66,16,142,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,30,7.5,340,382,144334,248796,52,14,4507156,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,30,7.5,340,382,144334,248796,52,14,4507156,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,30,7.5,340,382,144334,248796,52,14,4507156,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,30,7.5,340,382,144334,248796,52,14,4507156,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,170,191,72167,124398,26,7,2253578,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2,340,382,144334,248796,52,14,4507156,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2,340,382,144334,248796,52,14,4507156,25,20,25,66.66,16,142,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,15,208,256,72167,124398,26,7,2253578,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,10,208,256,72167,124398,26,7,2253578,12.5,10,12.5,33.33,8,71,31,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,208,256,72167,124398,26,7,2253578,12.5,10,12.5,33.33,8,71,1,21,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,422,371,1056686,2643086,47,12,3955156,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,10,422,371,1056686,2643086,47,12,3955156,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,10,422,371,1056686,2643086,47,12,3955156,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,217,108.5,3376,44,1056686,2643086,47,12,3955156,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1.5,3376,44,1056686,2643086,47,12,3955156,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,217,108.5,3376,44,1056686,2643086,47,12,3955156,12.5,10,12.5,33.33,8,71,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,2.167,3376,44,1056686,2643086,47,12,3955156,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,52,8.668,13504,176,4226744,10572344,188,48,15820624,50,40,50,133.32,32,284,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,2.167,3376,44,1056686,2643086,47,12,3955156,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,26,4.334,6752,88,2113372,5286172,94,24,7910312,25,20,25,66.66,16,142,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,2.167,3376,44,1056686,2643086,47,12,3955156,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,2.167,3376,44,1056686,2643086,47,12,3955156,12.5,10,12.5,33.33,8,71,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1.5,3376,44,1056686,2643086,47,12,3955156,12.5,10,12.5,33.33,8,71,1,50,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,705,352.5,9582,687,3170058,7929258,141,36,11865468,37.5,30,37.5,99.99,24,213,3,150,3
