DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Crop Area (Ha.),Total Human Labour (Hrs.),Total Animal Labour (Hrs.),Hired Machine (Hrs.),Total Machine Hours (Hrs.),Total Fertiliser (Kg.),Manure (Qtl.),Insecticides (Rs.),Miscelaneous Cost (Rs.), Total Capital (Rs.)
4043,West Bengal-2-7-3,49.04,1.33,1114.5,0,8.5,62,182.88,70,325,0,2886
4044,West Bengal-2-7-4,47.56,1.34,999.8,0,7.3,66,215.72,0,0,0,22744
4045,West Bengal-2-7-5,62.34,1.66,1337.05,0,10.55,80,248.78,0,325,0,41640
4046,West Bengal-2-7-6,47.45,1.25,932.3,0,7.3,58,172.4,0,0,0,44869
4047,West Bengal-2-7-7,72.82,1.95,1629.5,174,4.5,95,297.3,0,390,0,96606
4048,West Bengal-2-7-8,71.76,1.98,1714,0,11.5,94,289.58,0,935,0,41688
4049,West Bengal-2-7-9,43.46,1.19,1007,0,0,69.75,132.4,85,150,0,716256
4050,West Bengal-2-8-1,3.2,0.06,65,4,0,3,10.32,0,0,0,38325
4051,West Bengal-2-8-10,55.1,1.14,971.167,70.5,6,50,186,0,1570,0,390056
4052,West Bengal-2-8-2,12.6,0.27,272,10,2,12,42.22,0,270,0,138184
4053,West Bengal-2-8-3,37,0.81,721.333,56.5,3.5,41,128.04,0,825,0,270120
4054,West Bengal-2-8-4,49.4,1.01,938.999,26,6,56,179.16,0,1330,0,83800
4056,West Bengal-2-8-6,46.2,1,910.77,73.5,3.9,46,148.4,0,1025,0,310768
4057,West Bengal-2-8-7,49.8,1.07,1091.15,68,4.15,59,172.54,0,500,0,125480
4058,West Bengal-2-8-8,57.8,1.27,1033.5,44,7.5,58,202.17,0,1150,0,447296
4059,West Bengal-2-8-9,50.1,1.09,1024.334,86.5,4,59,155.94,0,590,0,528563.624
4060,West Bengal-3-10-1,3,0.07,96.5,0,2.5,4,9.88,0,10,0,305
4061,West Bengal-3-10-10,114.5,2.55,2290.667,0,20,120,355,0,360,0,189997.885
4062,West Bengal-3-10-2,4,0.09,87.5,0,3,3.5,14.36,0,17,0,712
4063,West Bengal-3-10-3,48.4,1.07,830.333,0,8,42,154.4,0,160,0,4272.99
4064,West Bengal-3-10-4,50.2,1.14,1046.167,0,8.5,45,164.28,0,145,0,5244
4065,West Bengal-3-10-5,45,1.34,1186.333,0,10,58,193,0,221,0,2275.5
4066,West Bengal-3-10-6,68.1,1.69,1442.167,0,13,72,250.9,0,219,0,174595
4067,West Bengal-3-10-7,84,2,1686,0,15,88,289.5,0,300,0,1000
4068,West Bengal-3-10-8,111.6,2.58,2341.667,0,20,101,386,0,462,0,53339.76
4069,West Bengal-3-10-9,116.3,2.57,2249,0,20,120,386,0,370,0,156457.5
4070,West Bengal-3-11-1,2.65,0.07,78,9,0,4,8.18,4,30,0,17890
4071,West Bengal-3-11-10,12.6,0.34,304,3,5,20,33.98,0,110,0,10483
4072,West Bengal-3-11-4,4.9,0.13,153,18,0,12,13.9,0,60,0,240
4073,West Bengal-3-11-6,5,0.14,146.5,2,2,8,17.31,0,0,0,880
4074,West Bengal-3-11-8,9.6,0.27,284,40,0,15,28.82,0,300,0,48842
4075,West Bengal-3-11-9,10.05,0.25,285,31,0,15,20.13,9,630,0,8100
4186,West Bengal-3-23-1,2.98,0.07,117,0,2,5,7.4,5,42.5,0,1790
4188,West Bengal-3-23-2,11.1,0.27,209.5,0,3.5,24,25.62,10,127,0,2972
4191,West Bengal-3-23-5,43.77,1.09,784.433,0,13,132,97.42,21,446,0,41850
4195,West Bengal-3-23-9,40.77,1,751.667,0,12,56,96.2,24,431,0,161140
4226,West Bengal-4-26-1,5.8,0.13,114.666,0,1,10,37.56,1,0,0,318.65
4227,West Bengal-4-26-10,50.05,1.03,815.75,0,7.75,78,307.82,4.1,0,0,30847.092
4228,West Bengal-4-26-2,6.2,0.13,119.333,0,1,10,39.06,1,300,0,16372.5
4230,West Bengal-4-26-4,19,0.4,343.5,0,2.5,30,116.24,2.9,0,0,9083
4231,West Bengal-4-26-5,30.8,0.67,601.917,0,5.25,50,185.6,0,0,0,21960
4233,West Bengal-4-26-7,34.6,0.7,548.166,0,5.5,55,197.56,2.85,0,0,143466
4234,West Bengal-4-26-8,29.3,0.63,506.244,0,4.91,45,186.76,2.9,0,0,17778
4256,West Bengal-4-29-1,25.6,0.64,554.13,5,8.62,13,88.08,90.56,5411.5,0,8770
4266,West Bengal-4-30-1,1.68,0.03,27.5,0,0.6,1,3.4,1,34,0,1351
4267,West Bengal-4-30-10,72.55,1.32,1067.5,0,0,83.3,142.5,43.5,2583,0,404487.5
4268,West Bengal-4-30-2,14.3,0.26,217.5,0,0,16.4,29.8,9.5,496,0,124278
4269,West Bengal-4-30-3,57.55,1.33,951,0,0,69.8,113.17,36,1953,0,289980
4270,West Bengal-4-30-4,57.85,1.06,900.75,0,0,65,115.48,32,1974,0,285808
4271,West Bengal-4-30-5,57.85,1.06,926.667,0,0,70.8,114.26,33,1924,0,295496
4272,West Bengal-4-30-6,58.16,1.06,913.5,0,0,73.3,108.22,38.5,1944,0,325520
4273,West Bengal-4-30-7,57.88,1.06,891,0,0,56.9,115.62,31,1947,0,239560
4274,West Bengal-4-30-8,71.8,1.32,1113.5,0,0,81.1,143.48,42.5,2579,0,384180
4275,West Bengal-4-30-9,71.55,1.32,1074.5,0,7.8,51.5,140.98,44.5,2510,0,14735
4276,West Bengal-4-31-1,2.7,0.06,59.5,0,0.5,5,31.98,0.8,0,0,5628.643
4278,West Bengal-4-31-2,22.3,0.53,402,0,3,40,259.5,3.9,0,0,4742
4283,West Bengal-4-31-7,75.2,1.67,1189.166,0,10.16,123,722.6,0,0,0,27048
4309,West Bengal-4-34-3,48.2,1.04,1058.5,27,8,48,170.2,0,200,0,933
4311,West Bengal-4-34-5,47.2,1.03,942,23,8,48,149.1,0,840,0,14002
4313,West Bengal-4-34-7,47,1.03,922,20,8,48,166.18,0,1230,0,684
4314,West Bengal-4-34-8,51,1.03,837,25,8,48,167.5,0,965,0,735
4329,West Bengal-4-36-3,59.7,1,667.077,0,24.91,55,162.86,0,4957.5,0,18309
4339,West Bengal-4-37-3,72.6,1.04,811.167,0,40.5,104,209.46,0,7052.5,0,102256
4346,West Bengal-4-38-1,22.15,0.46,439.2,0,16.2,36,144.97,0,2015.9,0,840
4347,West Bengal-4-38-2,28,0.46,404.2,0,12.2,35,118.01,0,1695.25,0,562
4348,West Bengal-4-38-3,59.9,1,901.3,0,45.3,75,248.97,0,4946.3,0,41820
4349,West Bengal-4-38-5,62.4,1,986.417,0,17.15,71,310.52,0,5794.75,0,34916
4352,West Bengal-4-38-9,99.25,1.56,1471.88,0,25.38,146.5,438.26,0,10450,0,148590
4354,West Bengal-4-39-10,122.8,2,2255.5,0,31.5,145,447.26,0,8254.5,0,44020
4355,West Bengal-4-39-2,12.8,0.2,234.833,0,3.5,15,48.42,0,1090,0,1550
4359,West Bengal-4-39-6,82.6,1.4,1581,0,21,100,252.72,0,5298,0,3000
4361,West Bengal-4-39-8,80,1.4,1635,0,23,105,325.1,0,5352.5,0,37170
4390,West Bengal-4-42-7,111.7,2.02,1474.26,0,66.26,146,379.66,100,3330,0,74876.148
4393,West Bengal-5-43-1,8.34,0.16,163.15,0,1.65,7,37.74,0,218.5,0,23923
4395,West Bengal-5-43-2,13.78,0.27,282.5,0,0.9,12.5,40.64,0,361,0,30612
4396,West Bengal-5-43-3,54.01,1.05,970.55,0,12,48,164.79,0,1577,0,187208
4397,West Bengal-5-43-4,55.25,1.07,1035,0,11.35,47.5,164.76,0,1558,0,79736
4399,West Bengal-5-43-6,101.25,2.02,1857.333,0,1,110.5,292.73,0,2821.5,0,1355871
4400,West Bengal-5-43-7,114.98,2.43,2200.7,0,25.5,107.5,358,0,3477,0,541782
4401,West Bengal-5-43-8,166.25,3.24,3028,0,35,142,472.47,0,3740,0,456416
4402,West Bengal-5-43-9,163.94,3.24,2896.067,0,39.4,140.5,499.98,0,4370,0,778784
4403,West Bengal-5-44-1,8.2,0.26,245,0,2,16,27.64,4,180,0,4780
4404,West Bengal-5-44-10,97.2,3.176,2309,0,24,186,311.7,39.5,2160,0,182280
4405,West Bengal-5-44-2,12.2,0.39,390,0,3,24,40.62,6,225,0,15870
4406,West Bengal-5-44-3,32,1.04,975.334,0,8,64,110.4,12,300,0,24640
4407,West Bengal-5-44-4,43.8,1.43,1051.334,0,11,88,136.56,20,825,0,32300
4409,West Bengal-5-44-6,80.8,2.65,1854.334,41,12.5,160,239.18,32,1500,0,298516.66
4410,West Bengal-5-44-7,80,2.644,1976,0,20,160,253.06,30,1500,0,44000
4411,West Bengal-5-44-8,80.8,2.641,1969,0,17.5,160,264.3,32,1800,0,55450
4412,West Bengal-5-44-9,80.6,2.64,1883.333,0,17.5,160,251.08,31,1500,0,46250
4413,West Bengal-5-45-1,23.9,0.48,608.3,16.5,9.8,21,48.84,7.5,0,0,152
4414,West Bengal-5-45-10,198.2,4,5214.96,201.5,58.46,182,379.56,64.5,0,0,195895.16
4415,West Bengal-5-45-2,31.8,0.64,875.5,111,1.9,29,63.78,14.5,0,0,41255.79
4416,West Bengal-5-45-3,62.5,1.28,1670.2,44.5,26.7,56.5,125.72,23,0,0,340
4417,West Bengal-5-45-4,63.4,1.28,1676.13,42.5,26.63,58,126.08,22,0,0,1796
4418,West Bengal-5-45-5,104,2.08,2636.5,65.5,41.5,94,198.94,33.5,0,0,795
4419,West Bengal-5-45-6,119,2.4,3076.46,72.5,49.46,108,230.28,36.5,0,0,12924
4420,West Bengal-5-45-7,120,2.4,3160.23,161.5,24.23,108,229.18,40,0,0,134751.996
4421,West Bengal-5-45-8,120.6,2.4,3177.44,162,28.94,109,230.92,43.5,0,0,191391.456
4422,West Bengal-5-45-9,159.2,3.2,4135.27,93,64.27,147,305.68,46,0,0,11179
4433,West Bengal-5-47-1,13.4,0.27,339.463,0,26.13,26,48.82,0,440,0,32229
4434,West Bengal-5-47-10,133.4,2.67,3271.94,0,196.98,233,485.18,0,3725,0,194350
4435,West Bengal-5-47-2,20.4,0.4,416.304,0,33.97,37,74.13,0,600,0,43905
4436,West Bengal-5-47-3,54.8,1.07,1238.323,0,87.02,95,172.48,61,1600,0,36956
4437,West Bengal-5-47-4,54,1.07,1221.76,0,86.76,95,185.082,55,1600,0,54884
4438,West Bengal-5-47-5,53.8,1.07,1205.52,0,92.02,95,212.36,0,1600,0,56344
4439,West Bengal-5-47-6,58.8,1.2,1347.55,0,96.55,107,218.74,0,1800,0,62130
4440,West Bengal-5-47-7,61,1.2,1301.603,0,89.27,106,218.88,30,1800,0,57696
4441,West Bengal-5-47-8,80.6,1.6,1778.98,0,119.98,144,305.94,0,2220,0,162024
4442,West Bengal-5-47-9,120.1,2.4,2658.67,0,201.67,216,437.9,38,3412,0,167700
4443,West Bengal-5-48-1,6.2,0.26,363.5,39,0,12,60.92,8,480,0,35608
4444,West Bengal-5-48-10,201.2,7.55,8435,158,45,360,2137.4,205,12213,0,201048
4445,West Bengal-5-48-2,23.6,0.89,1173,12,4,42,195.52,28,1830,0,40022
4446,West Bengal-5-48-3,32.1,1.28,1586.5,27,7.5,60,293.68,36,2400,0,51820
4447,West Bengal-5-48-4,38.6,1.54,1854.05,29,9.05,70,488.78,43,2700,0,45348
4448,West Bengal-5-48-5,74.1,2.52,3159.167,38.5,15,120,601.6,60,4600,0,77856
4449,West Bengal-5-48-6,115.1,3.78,4804.5,78.5,22.5,180,885.72,106,6610,0,166536
4450,West Bengal-5-48-7,133.2,4.44,5475.12,91.5,26.12,205,1310.16,124,8015,0,114900
4451,West Bengal-5-48-8,135.6,4.33,5769.03,91,26.53,213,1337.48,105,8320,0,251596
4452,West Bengal-5-48-9,175,6.3,7366,131.5,37.5,300,1494.4,175,10958,0,203864.328
4453,West Bengal-5-49-1,12.5,0.53,717.667,77,0,23,123.2,12,890,0,106731
4454,West Bengal-5-49-10,87.02,3.2,3535.167,62.33,17.82,138,748.63,95,4824,0,76090
4455,West Bengal-5-49-2,13.3,0.53,692,73.5,0,21,147.69,13.5,872,0,123525
4456,West Bengal-5-49-3,31,1.05,1157.332,21.66,5.943,47.5,236.91,17,1637,0,31230
4457,West Bengal-5-49-4,36.6,1.36,1522,44,7.69,62,391.14,33,2204,0,258650
4458,West Bengal-5-49-5,54.5,2.02,2011,39.5,11.67,90.5,498.55,30,3224,0,79983.64
4459,West Bengal-5-49-6,51.25,2.02,2420.833,49,11.08,87.5,619.45,37.5,3557,0,242094
4460,West Bengal-5-49-7,58.57,2.13,2705.5,53.5,12.01,92.5,549.12,60,3477,0,351380.47
4461,West Bengal-5-49-8,69.5,2.63,3435.333,74.5,15.5,113.5,629.2,81.5,4530,0,395949.612
4462,West Bengal-5-49-9,93.94,3.31,3893.834,81.5,18.61,143,734.3,90,6114,0,296572.5
4463,West Bengal-5-50-1,11,0.26,281.667,19,0,12,18.06,10,96,50,42515.355
4464,West Bengal-5-50-10,120.3,2.91,2497.333,204,5.2,155,169.22,100,2740,0,231234.1
4465,West Bengal-5-50-2,11.5,0.26,220.667,25,0,12,18.06,10,96,50,42515.355
4466,West Bengal-5-50-3,54.6,1.32,1078.667,98,2.3,75,81,38,718,0,113200.23
4467,West Bengal-5-50-4,69.45,1.65,1381.999,128,12,94,101.2,46,1634,0,114060
4468,West Bengal-5-50-5,82.05,2,1805.334,213,0,90,147.52,57,1969,0,152080
4469,West Bengal-5-50-6,79.9,2,1377.335,139,16.75,92,178.06,58,736,0,176164
4470,West Bengal-5-50-7,93.3,2.26,1900.668,239,0,102,139.06,170,1327,0,177340.42
4471,West Bengal-5-50-8,98.95,2.52,2258.334,263,0,142,156.2,78,975,0,116118.944
4472,West Bengal-5-50-9,89.8,2.65,1797.667,197,4,120,146.96,260,1024,0,5708
4473,West Bengal-5-51-1,11.5,0.27,252.499,8.5,3.5,12,27.23,0,303,0,6874
4477,West Bengal-5-51-4,42.3,1,700.584,24,21.75,51,98.84,0,404,0,49440
4480,West Bengal-5-51-7,42.1,1,783.668,56,10.5,51,104.75,0,384,0,254325
4503,West Bengal-5-54-1,7.2,0.16,190.5,7,1,12,25.12,10,480,0,18313.5
4513,West Bengal-6-55-1,1.7,0.07,47.25,0,0,4,4.24,0,0,0,267
4514,West Bengal-6-55-10,63.3,2,1081.25,0,19.55,99,50.3,0,180,0,62544.3
4515,West Bengal-6-55-2,3.52,0.13,87.5,0,0,6,6.7,0,200,0,285
4516,West Bengal-6-55-3,33.89,1.07,563.5,0,0.65,52,47.4,0,800,0,36282
4517,West Bengal-6-55-4,33.44,1.07,479.5,0,31.5,55,27.36,0,1000,0,732
4518,West Bengal-6-55-5,40.37,1.33,622.5,0,37.45,65,19.45,0,0,0,12573.636
4519,West Bengal-6-55-6,43.76,1.33,819.4,0,0.5,67,38.1,0,200,0,19633.5
4520,West Bengal-6-55-7,61.39,2,962.75,0,32.7,96,45.12,0,1458,0,2776
4521,West Bengal-6-55-8,63,2,1092.7,0,14.95,95,53.22,0,200,0,2308
4522,West Bengal-6-55-9,60.63,2,1062,0,0,96,63.16,0,600,0,64688
4530,West Bengal-6-56-7,3.9,0.14,181.666,0,2,10,15.6,2,70,0,9386
4533,West Bengal-6-57-1,15.2,0.4,186,0,1,30,0,6,0,300,773
4534,West Bengal-6-57-10,118,2.82,1645,0,21,215,0,42,0,5400,5784
4535,West Bengal-6-57-2,31.4,0.8,550,0,34,60,0,15,0,600,4876
4536,West Bengal-6-57-3,38.5,1.03,671,0,57,80,0,16,0,1400,5476
4537,West Bengal-6-57-4,44.2,1.15,632,0,44,90,0,18,0,1000,4038
4538,West Bengal-6-57-5,55.5,1.41,887,0,11,110,0,22,0,1400,117003
4539,West Bengal-6-57-6,54.5,1.41,897,0,11,110,0,22,0,2100,3258
4540,West Bengal-6-57-7,62.2,1.58,1070,0,12,120,0,25,0,2400,4566
4541,West Bengal-6-57-8,65,1.66,1059,154,5,130,0,26,0,3000,99471
4542,West Bengal-6-57-9,82,2.05,1255,0,16,160,0,32,0,3600,4917
4548,West Bengal-6-58-5,7.5,0.28,286.8,0,4.8,20,27.3,0,122,0,1270
4550,West Bengal-6-58-7,14,0.5,504.75,0,8.75,40,55.48,0,236,0,19490
4553,West Bengal-6-59-1,2.6,0.06,71.667,0,1,4,8.3,2,165,0,1390
4567,West Bengal-6-60-4,47.6,1,1066,0,14,54,152.5,40,3442,0,5228
4568,West Bengal-6-60-5,51.6,1,969.334,0,15,60,156.2,0,3409,0,35706
4570,West Bengal-6-60-7,52.8,1.2,1210.333,0,19,63,204.9,120,5160,0,23853
4572,West Bengal-6-60-9,65,1.4,1207.667,0,21,75,164.8,111,3882.5,0,40479
